backdrop_path,belongs_to_collection,budget,genres,homepage,id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genre_count
/5SVRVwBfHCIkffiq0MmbdvnHWSz.jpg,,0,['Thriller'],https://www.ahouseofdynamitefilm.com,1290159,['US'],en,A House of Dynamite,"When a single, unattributed missile is launched at the United States, a race begins to determine who is responsible and how to respond.",19.4488,/AiJ8L90ftPAwVf3SDx7Fj9IMZoy.jpg,"['First Light', 'Prologue Entertainment', 'Kingsgate Films']",2025-10-02,181125,112,Released,Not if. When.,A House of Dynamite,6.387,846,1
/6RcBQkC2PZJwwbFugqzgvN3moYL.jpg,,47000000,"['Thriller', 'Action']",https://www.netflix.com/title/81476963,1005331,['US'],en,Carry-On,An airport security officer races to outsmart a mysterious traveler forcing him to let a dangerous item slip onto a Christmas Eve flight.,12.6703,/sjMN7DRi4sGiledsmllEw5HJjPy.jpg,"['Dylan Clark Productions', 'DreamWorks Pictures']",2024-12-05,0,120,Released,"Every holiday season, millions travel safely by air. This Christmas will be different.",Carry-On,6.894,2497,2
/amdFiGJJRdpeTGZQ7fZl17CAFbi.jpg,,650000,['Documentary'],https://www.netflix.com/title/82122396,1480847,"['FR', 'GB']",en,Sangre del Toro,"Director Guillermo del Toro journeys through a labyrinth of childhood memories, cultural myths and monsters to reveal the origins of his visionary films.",8.6102,/i6gRde2TqBimsn1WTj4bgx0mnL.jpg,"['Brilliant Pictures', 'Brainworks', 'Kador']",2025-08-29,0,85,Released,,Sangre del Toro,6.0,2,1
/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,,100000000,"['Fantasy', 'Music', 'Comedy', 'Animation']",https://www.netflix.com/title/81498621,803796,['US'],en,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",95.2862,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,['Sony Pictures Animation'],2025-06-20,24619953,96,Released,They sing. They dance. They battle demons.,KPop Demon Hunters,8.211,1964,4
/stCEYCxA3SknIIne1H4LmaIJ8ii.jpg,"{'id': 1263259, 'name': 'Happy Gilmore Collection', 'poster_path': '/7nUOrnZHSgnhagLtydIYbD4rrDY.jpg', 'backdrop_path': '/mhrE9ij30cIvPFVFRXZSwwTchUg.jpg'}",152000000,['Comedy'],https://www.netflix.com/title/81696722,1263256,['US'],en,Happy Gilmore 2,"Happy Gilmore isn't done with golf — not by a long shot. Since his retirement after his first Tour Championship win, Gilmore returns to finance his daughter's ballet classes.",6.5606,/nRwDPfYUzzzUQarfMxvPlasxzpL.jpg,['Happy Madison Productions'],2025-07-25,0,115,Released,Happy Gilmore returns!,Happy Gilmore 2,6.6,802,1
/XNVdWNgiAHu8y4BsJv5ndUHXxN.jpg,,0,"['Family', 'Comedy', 'Adventure', 'Animation']",https://www.bbc.co.uk/programmes/m0022179,929204,['GB'],en,Wallace & Gromit: Vengeance Most Fowl,"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",6.2682,/jUWFSBxTOiCinPdTOh3IDUXVemZ.jpg,['Aardman'],2024-12-18,191452,79,Released,New friends. Old enemies.,Wallace & Gromit: Vengeance Most Fowl,7.502,574,4
/ewUqXnwiRLhgmGhuksOdLgh49Ch.jpg,,116000000,"['Adventure', 'Science Fiction', 'Comedy']",https://www.netflix.com/title/81309354,696806,['US'],en,The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",4.9692,/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,"['Skydance Media', 'Maximum Effort', '21 Laps Entertainment']",2022-03-11,0,104,Released,Past meets future.,The Adam Project,7.006,4702,3
/rLo9T9jEg67UZPq3midjLnTUYYi.jpg,,85000000,"['Drama', 'Music', 'History']",https://elvis.warnerbros.com,614934,"['AU', 'US']",en,Elvis,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",4.7624,/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg,"['Warner Bros. Pictures', 'Bazmark', 'The Jackal Group']",2022-06-22,288670284,159,Released,The Man. The Legend. The King of Rock & Roll.,Elvis,7.478,3716,3
/zbOlpFM306PHE7EP1OELCH5qSmS.jpg,,20000000,"['War', 'History', 'Drama']",https://www.netflix.com/title/81260280,49046,['DE'],de,Im Westen nichts Neues,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",8.6356,/2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg,"['Amusement Park Films', 'Gunpowder Films']",2022-10-07,0,147,Released,,All Quiet on the Western Front,7.722,4394,3
/27Mj3rFYP3xqFy7lnz17vEd8Ms.jpg,,200000000,"['Action', 'Thriller']",https://www.netflix.com/title/81160697,725201,['US'],en,The Gray Man,"When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",5.4475,/8cXbitsS6dWQ5gfMTZdorpAAzEH.jpg,"['AGBO', 'Roth-Kirschenbaum Films']",2022-07-13,454023,129,Released,,The Gray Man,6.924,4001,2
/wUwizGzbTk5CTiKBnE4Pq1MONwD.jpg,"{'id': 1070774, 'name': 'The Sea Beast Collection', 'poster_path': '/BhuhqL4iKUaAm75b1lYuLaCslx.jpg', 'backdrop_path': '/d9Q7W65sWjmz66GJZ0ABFoDYFKO.jpg'}",0,"['Animation', 'Adventure', 'Action', 'Family', 'Fantasy']",https://www.netflix.com/title/81018682,560057,['US'],en,The Sea Beast,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.",7.8692,/9Zfv4Ap1e8eKOYnZPtYaWhLkk0d.jpg,['Netflix'],2022-06-24,0,115,Released,Hit the high seas.,The Sea Beast,7.325,1617,5
/sW7VOrkHKYIeV9PaYc5IqGU2XK8.jpg,,0,['Documentary'],https://www.netflix.com/title/81045007,682110,['ZA'],en,My Octopus Teacher,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",2.8027,/hvTVZb7hBC8tZAGoEhH5eiMJu2B.jpg,"['The Sea Change Project', 'Off the Fence']",2020-09-04,0,85,Released,,My Octopus Teacher,7.865,980,1
/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,,11363000,"['Comedy', 'Thriller', 'Drama']",https://www.parasite-movie.com/,496243,['KR'],ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",20.104,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,['Barunson E&A'],2019-05-30,257591776,133,Released,Act like you own the place.,Parasite,8.496,19754,3
/4KN06gns94rQFoYQWDGunK7Cob4.jpg,,0,"['Comedy', 'Mystery', 'Crime']",https://www.netflix.com/title/81751137,744653,['US'],en,The Thursday Murder Club,A group of senior sleuths passionate about solving cold cases get plunged into a real-life murder mystery in this comic crime caper.,7.7771,/u0o7XtI0WWdLzlK9hVT8lQTB6Yd.jpg,"['Amblin Entertainment', 'Maiden Voyage Pictures', 'Jennifer Todd Pictures']",2025-08-22,0,118,Released,Join the club.,The Thursday Murder Club,6.643,756,3
/pQQYGl6JzyUzzd6TxjkVah3H8wq.jpg,,0,"['Drama', 'History']",https://www.netflix.com/title/81365134,821881,['DE'],en,The Swimmers,"From war-torn Syria to the 2016 Rio Olympics, two young sisters embark on a risky voyage, putting their hearts and their swimming skills to heroic use.",4.8602,/u9MiJ6zLpDw4s3qZz93WDVwTUIo.jpg,['Working Title Films'],2022-11-24,0,134,Released,,The Swimmers,7.438,612,2
/xMJvffWIaW9MtlY9aIXKViUNeIO.jpg,,75000000,"['Comedy', 'Science Fiction']",https://www.netflix.com/title/81252357,646380,['US'],en,Don't Look Up,Two astronomers go on a media tour to warn humankind of a planet-killing comet hurtling toward Earth. The response from a distracted world: Meh.,7.775,/th4E1yqsE8DGpAseLiUrI60Hf8V.jpg,['Hyperobject Industries'],2021-12-08,791863,138,Released,Based on truly possible events.,Don't Look Up,7.067,8923,2
/yY76zq9XSuJ4nWyPDuwkdV7Wt0c.jpg,,205000000,"['Action', 'Thriller', 'Science Fiction']",https://www.tenetfilm.com/,577922,"['US', 'GB']",en,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",8.4478,/aCIFMriQh8rvhxpN1IWGgvH0Tlg.jpg,"['Warner Bros. Pictures', 'Syncopy']",2020-08-22,365304105,150,Released,Time runs out.,Tenet,7.177,10627,3
/hGr0FrLI74vqpBWTBOPloDBwOAK.jpg,,21000000,"['Drama', 'Comedy']",https://www.netflix.com/title/80242342/,705861,['US'],en,Hustle,"After discovering a once-in-a-lifetime player with a rocky past abroad, a down on his luck basketball scout takes it upon himself to bring the phenom to the States without his team's approval. Against the odds, they have one final shot to prove they have what it takes to make it in the NBA.",8.5514,/xWic7kPq13oRxYjbGLApXCnc7pz.jpg,"['Roth-Kirschenbaum Films', 'Happy Madison Productions', 'The SpringHill Company']",2022-06-03,0,117,Released,Are you obsessed with this game?,Hustle,7.718,2718,2
/2JeIqOdSM5nC1SQmuhUOfj3iB1U.jpg,,35000000,"['Animation', 'Fantasy', 'Adventure', 'Drama']",https://www.netflix.com/title/80218455,555604,['US'],en,Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",6.8866,/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,"['The Jim Henson Company', 'ShadowMachine', 'Double Dare You']",2022-11-09,0,117,Released,Love will give you life.,Guillermo del Toro's Pinocchio,8.041,3187,4
/41043LV7mfluH8iXEUPVseCDAv5.jpg,,40000000,"['Crime', 'Thriller', 'Comedy']",https://caughtstealing.movie,1245993,['US'],en,Caught Stealing,"Burned-out ex-baseball player Hank Thompson unexpectedly finds himself embroiled in a dangerous struggle for survival amidst the criminal underbelly of late 1990s New York City, forced to navigate a treacherous underworld he never imagined.",11.4468,/cvda8s5J8YaHjTyEyXQpvD6f3iV.jpg,"['Protozoa Pictures', 'TSG Entertainment', 'Columbia Pictures']",2025-08-26,31101846,107,Released,"2 Russians, 2 Jews, and a Puerto Rican walk into a bar...",Caught Stealing,6.892,552,3
/b08BDQPq42AoLMfhi7DtTOoYqVu.jpg,,72000000,"['Thriller', 'Crime', 'Horror', 'Mystery']",https://www.netflix.com/title/81444818,800815,['US'],en,The Pale Blue Eye,"West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe.",5.7795,/9xkGlFRqrN8btTLU0KQvOfn2PHr.jpg,"['Cross Creek Pictures', 'Le Grisbi Productions']",2022-12-22,0,128,Released,Every heart tells a tale.,The Pale Blue Eye,6.814,2043,4
/2n7lYEeIbucsEQCswRcVB6ZYmMP.jpg,,320000000,"['Science Fiction', 'Adventure', 'Action']",https://www.netflix.com/title/81601562,777443,['US'],en,The Electric State,"An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",9.0774,/sI2NiMU8o65hmIMY0JI9CjJ0p7f.jpg,"['AGBO', 'Skybound Entertainment']",2025-03-07,0,125,Released,Rage with the machines.,The Electric State,6.509,1442,3
/uLXK1LQM28XovWHPao3ViTeggXA.jpg,,0,"['Crime', 'Drama', 'Thriller']",https://www.netflix.com/title/81078819,559969,['US'],en,El Camino: A Breaking Bad Movie,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",9.0186,/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg,"['Sony Pictures Television', 'Gran Via Productions', 'High Bridge Productions']",2019-10-11,0,123,Released,,El Camino: A Breaking Bad Movie,7.044,5398,3
/tfCNMP37jRX3TOetuce7FLkxNKa.jpg,,35000000,"['Science Fiction', 'Mystery', 'Thriller']",https://www.dontworrydarling.movie,619730,['US'],en,Don't Worry Darling,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",3.566,/jOqxKIOC92BVyinYO1Fm73XY7Tc.jpg,"['Vertigo Entertainment', 'New Line Cinema']",2022-09-21,86700000,123,Released,Are you ready to live the life you deserve?,Don't Worry Darling,6.777,2788,3
/3tkDMNfM2YuIAJlvGO6rfIzAnfG.jpg,"{'id': 1126392, 'name': 'The Platform Collection', 'poster_path': '/nhzz8k3Kh1roYdPvbryX3VtgLZN.jpg', 'backdrop_path': '/m7REj1vsxi2aEcwT7iFHPRXbwgN.jpg'}",1203235,"['Drama', 'Science Fiction', 'Thriller']",https://www.netflix.com/title/81128579,619264,['ES'],es,El hoyo,"A slab of food descends down a vertical facility. The residents above eat heartily, leaving those below starving and desperate. A rebellion is imminent.",8.5834,/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg,"['Basque Films', 'Mr. Miyagi', 'EiTB', 'TVE']",2019-11-08,1090116,95,Released,"There are 3 kinds of people; the ones above, the ones below, and the ones who fall.",The Platform,6.969,7585,3
/bGGjyPqtNc8hhGkPo8W8D8t90bW.jpg,,130000000,"['Action', 'Adventure', 'Thriller']",https://www.kravenmovie.com,539972,['US'],en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",21.1092,/i47IUSsN126K11JUzqQIOi1Mg1M.jpg,"['Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions']",2024-12-11,62076533,127,Released,Villains aren't born. They're made.,Kraven the Hunter,6.467,2104,3
/wDwQXLDUuiEaaiuWIDBpbqnwYGX.jpg,,18000000,['Drama'],https://www.netflix.com/title/80223779,492188,['GB'],en,Marriage Story,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",8.1348,/2JRyCKaRKyJAVpsIHeLvPw5nHmw.jpg,['Heyday Films'],2019-09-28,333686,137,Released,"Where there's a love, there's a way.",Marriage Story,7.732,7218,1
/1RDto0tLo8Fhq7OcwgDaM7nECb7.jpg,,159000000,"['Crime', 'Drama', 'History']",https://www.theirishman-movie.com,398978,['US'],en,The Irishman,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",4.1981,/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,"['Tribeca Productions', 'Sikelia Productions', 'Winkler Films']",2019-11-01,968853,209,Released,His story changed history.,The Irishman,7.581,7234,3
/p34WRcgkN2QIHcds5FtFiSpV3PC.jpg,,160000000,"['Action', 'Comedy', 'Crime']",https://www.rednoticemovie.com,512195,['US'],en,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",10.9003,/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,"['Flynn Picture Company', 'Seven Bucks Productions', 'Bad Version']",2021-11-04,178143,118,Released,Pro and cons.,Red Notice,6.753,6187,3
/pDKFL1zcHzEpmz4MJA5JJnRbJeD.jpg,"{'id': 731067, 'name': 'Bird Box Collection', 'poster_path': '/xQdSZe4Az7A6YwsRNAsGDmCFmtR.jpg', 'backdrop_path': '/bpCPVdugzWgFvX5dPtIt2qeLJm7.jpg'}",19800000,"['Horror', 'Thriller', 'Drama']",https://www.netflix.com/title/80196789,405774,['US'],en,Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",7.2369,/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg,"['Bluegrass Films', 'Chris Morgan Productions']",2018-12-13,0,124,Released,Never lose sight of survival,Bird Box,6.827,10316,3
/n2OaA7Je0fgcVnfJM7xDJoPny7x.jpg,"{'id': 829314, 'name': 'Enola Holmes Collection', 'poster_path': '/9QfsXZTS7gDJwkSmmBPlml3P8ca.jpg', 'backdrop_path': '/HScQCcEd3yucY3XYRCnkRzl7Gp.jpg'}",0,"['Adventure', 'Mystery', 'Crime']",https://www.netflix.com/title/81406219,829280,"['US', 'GB']",en,Enola Holmes 2,"Now a detective-for-hire like her infamous brother, Enola Holmes takes on her first official case to find a missing girl, as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends — and Sherlock himself — to unravel.",4.7454,/tegBpjM5ODoYoM1NjaiHVLEA0QM.jpg,"['Legendary Pictures', 'PCMA Productions']",2022-11-30,0,129,Released,Go Big. Go Holmes.,Enola Holmes 2,7.315,1642,3
/vwp5ycCyynwDUb2b79yww1bSXAo.jpg,,40000000,"['Thriller', 'Action', 'Crime']",https://www.ambulance.movie,763285,['US'],en,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",5.3491,/hUbgg3mMSbY9PlpTxBo4IFUVSd6.jpg,"['Bay Films', 'Endeavor Content', 'New Republic Pictures', 'Project X Entertainment', 'Universal Pictures']",2022-03-16,52303589,136,Released,It was supposed to be a simple heist.,Ambulance,6.637,2315,3
/2QSZ4CPd8AoljAL76qM30dFft07.jpg,"{'id': 735127, 'name': 'Extraction Collection', 'poster_path': '/npMSYY9x9zy5iWZSffkUO78fVeg.jpg', 'backdrop_path': '/gxBbFVb2SUWtHTJQXjwAtEPTWcA.jpg'}",65000000,"['Action', 'Thriller']",https://www.netflix.com/title/80230399,545609,['US'],en,Extraction,A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,6.2099,/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg,"['AGBO', 'Thematic Entertainment', 'TGIM Films']",2020-04-23,0,116,Released,"When the mission ends, redemption begins",Extraction,7.305,6397,2
/scQf03Fm3jeyv4FH04qvi4fp4wh.jpg,,70000000,"['Crime', 'Comedy', 'Action']",https://www.warnerbros.com/movies/oceans-8,402900,['US'],en,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",9.0301,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,"['Village Roadshow Pictures', 'Warner Bros. Pictures', 'Larger Than Life Productions', 'Rahway Road Productions']",2018-06-07,297718711,111,Released,Every con has its pros,Ocean's Eight,6.968,8591,3
/qAhedRxRYWZAgZ8O8pHIl6QHdD7.jpg,,200000000,"['Action', 'Adventure', 'Comedy']",https://www.uphe.com/movies/fast-furious-presents-hobbs-shaw,384018,['US'],en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",8.991,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,"['Chris Morgan Productions', 'Seven Bucks Productions', 'Universal Pictures']",2019-07-31,760098996,137,Released,Nothing is stronger than family.,Fast & Furious Presents: Hobbs & Shaw,6.844,7555,3
/aKPCZwkSZy2ASLo0QKeYmcoplfA.jpg,,37000000,"['Mystery', 'Comedy', 'Crime']",http://www.gamenight-movie.com/,445571,['US'],en,Game Night,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",5.5899,/85R8LMyn9f2Lev2YPBF8Nughrkv.jpg,"['New Line Cinema', 'Aggregate Films', 'Davis Entertainment']",2018-02-15,117501013,100,Released,This is not a game.,Game Night,6.85,6086,3
/1pmXyN3sKeYoUhu5VBZiDU4BX21.jpg,"{'id': 1370345, 'name': 'The Wild Robot Collection', 'poster_path': '/vm94OwAJdVE62BnNdrkM0aAgnEi.jpg', 'backdrop_path': '/f6G8QPeod5ngQMs5Fe1O4LdphB7.jpg'}",78000000,"['Animation', 'Science Fiction', 'Family', 'Adventure', 'Drama']",https://www.thewildrobotmovie.com,1184918,['US'],en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",17.6356,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,['DreamWorks Animation'],2024-09-12,331982078,102,Released,Discover your true nature.,The Wild Robot,8.317,5521,5
